7958	1287	6 корпус (3 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 9
7959	1287	7 корпус (4 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 3
7960	1287	8 корпус (4 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 1
7961	1287	1 корпус (5 фаза)	Москва, поселение Внуковское, улица Анны Ахматовой, 20
7962	1287	2 корпус (5 фаза)	Москва, поселение Внуковское, улица Анны Ахматовой, 22
7963	1287	3 корпус (5 фаза)	Москва, поселение Внуковское, улица Анны Ахматовой, 16
7964	1287	4 корпус (5 фаза)	Москва, поселение Внуковское, улица Анны Ахматовой, 14
7965	1287	5 корпус (5 фаза)	Москва, поселение Внуковское, микрорайон Переделкино Ближнее, улица Самуила Маршака
7966	1287	7 корпус (5 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 23к1
7967	1287	8 корпус (5 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 21
7968	1287	9 корпус (5 фаза)	Москва, поселение Внуковское, улица Корнея Чуковского, 3
7969	1287	10 корпус (5 фаза)	Москва, поселение Внуковское, улица Корнея Чуковского, 1
7970	1287	11 корпус (5 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 17
7971	1287	12 корпус (5 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 19
7972	1287	13 корпус (5 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 23
7973	1287	1 корпус (6 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 20
7974	1287	2 корпус (6 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 18
7975	1287	3 корпус (6 фаза)	Москва, поселение Внуковское, улица Корнея Чуковского, 5
7976	1287	4 корпус (6 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 19
7977	1287	5 корпус (6 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 21
7978	1287	6 корпус (6 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 22
7979	1287	7 корпус (6 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 23
7980	1287	8 корпус (6 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 25
7981	1287	9 корпус (6 фаза)	Москва, поселение Внуковское, улица Самуила Маршака, 24
7982	1287	1 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 27
7983	1287	2 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 29к1
7984	1287	3 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 31к1
7985	1287	4 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 33
7986	1287	5 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 35
2005	1380	Дом 1	Московская область, Лобня, Свободный проезд, 1
7987	1287	6 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 33к2
7988	1287	7 корпус (7 фаза)	Москва, поселение Внуковское, улица Бориса Пастернака, 31к2
